Mod:Item:MetaData, Localized Name
PneumaticCraft:propulsionPlant, Planta propulsora
PneumaticCraft:repulsionPlant, planta de repulsão
PneumaticCraft:flyingFlower, Planta voadora
PneumaticCraft:chopperPlant, Planta de hélice
PneumaticCraft:chargingStation, Estação de carga
PneumaticCraft:elevatorBase, Base do Elevador
PneumaticCraft:elevatorFrame, Grade do Elevador
PneumaticCraft:pressureChamberInterface, Interface da Câmara de pressão
PneumaticCraft:vacuumPump, Bomba de vácuo
PneumaticCraft:pneumaticDoorBase, Base da Porta Pneumática
PneumaticCraft:pneumaticDoor, Porta Pneumática
PneumaticCraft:assemblyIOUnit, Unidade ES da Montadora
PneumaticCraft:assemblyPlatform, Platforma da Montadora
PneumaticCraft:assemblyDrill, Broca da Montadora
PneumaticCraft:assemblyLaser, Laser da Montadora
PneumaticCraft:assemblyController, Controle da Montadora
PneumaticCraft:advancedPressureTube, Tubo de pressão - Avançado
PneumaticCraft:compressedIronBlock, Bloco de Ferro Compresso
PneumaticCraft:uvLightBox, Irradiador Ultra-Violeta
PneumaticCraft:securityStation, Estação de segurança
PneumaticCraft:universalSensor, Sensor universal
PneumaticCraft:aerialInterface, Interface Aéria
PneumaticCraft:electrostaticCompressor, Compressor eletroestático
PneumaticCraft:aphorismTile, Placa de citação
PneumaticCraft:omnidirectionalHopper, Funil omnidirecional
PneumaticCraft:liquidHopper, Funil de líquidos
PneumaticCraft:elevatorCaller, Controlador do Elevador
PneumaticCraft:programmer, Programador
PneumaticCraft:creativeCompressor, Compressor Criativo
PneumaticCraft:plasticMixer, Misturador de plásticos
PneumaticCraft:liquidCompressor, Compressor líquido
PneumaticCraft:advancedLiquidCompressor, Compressor líquido avançado
PneumaticCraft:droneRedstoneEmitter, tile.droneRedstoneEmitter.name
PneumaticCraft:heatSink, Heat Sink
PneumaticCraft:vortexTube, Vortex Tube
PneumaticCraft:programmableController, Programmable Controller
PneumaticCraft:gasLift, Gas Lift
PneumaticCraft:refinery, Refinery
PneumaticCraft:thermopneumaticProcessingPlant, Thermopneumatic Processing Plant
PneumaticCraft:keroseneLamp, Kerosene Lamp
PneumaticCraft:keroseneLampLight, tile.keroseneLampLight.name
PneumaticCraft:sentryTurret, Sentry Turret
PneumaticCraft:pneumaticDynamo, Dínamo pneumático
PneumaticCraft:fluxCompressor, Compressor de Flux
PneumaticCraft:droneInterface, Interface do Drone
minecraft:record_13, Disco de Música
minecraft:record_cat, Disco de Música
minecraft:record_blocks, Disco de Música
minecraft:record_chirp, Disco de Música
minecraft:record_far, Disco de Música
minecraft:record_mall, Disco de Música
minecraft:record_mellohi, Disco de Música
minecraft:record_stal, Disco de Música
minecraft:record_strad, Disco de Música
minecraft:record_ward, Disco de Música
minecraft:record_11, Disco de Música
minecraft:record_wait, Disco de Música
appliedenergistics2:item.ToolCertusQuartzAxe, Machado de Quartzo Certus
appliedenergistics2:item.ToolCertusQuartzHoe, Enxada de Quartzo Certus
appliedenergistics2:item.ToolCertusQuartzSpade, Pá de Quartzo Certus
appliedenergistics2:item.ToolCertusQuartzPickaxe, Picareta de Quartzo Certus
appliedenergistics2:item.ToolCertusQuartzSword, Espada de Certus Quartz
appliedenergistics2:item.ToolCertusQuartzWrench, Chave de Certus Quartz
appliedenergistics2:item.ToolCertusQuartzCuttingKnife, Faca de Corte de Quartzo Certus
appliedenergistics2:item.ToolNetherQuartzAxe, Machado de Quartzo do Nether
appliedenergistics2:item.ToolNetherQuartzHoe, Enxada de Quartzo do Nether
appliedenergistics2:item.ToolNetherQuartzSpade, Pá de Quartzo do Nether
appliedenergistics2:item.ToolNetherQuartzPickaxe, Picareta de Quartzo do Nether
appliedenergistics2:item.ToolNetherQuartzSword, Espada de Quarzo do Nether
appliedenergistics2:item.ToolNetherQuartzWrench, Chave de Quartzo do Nether
appliedenergistics2:item.ToolNetherQuartzCuttingKnife, Faca de Corte de Quartzo do Nether
appliedenergistics2:item.ToolEntropyManipulator, Manipulador de Entropia
appliedenergistics2:item.ToolWirelessTerminal, Terminal Sem Fio
appliedenergistics2:item.ToolBiometricCard, Cartão Biométrico
appliedenergistics2:item.ToolChargedStaff, Cajado Carregado
appliedenergistics2:item.ToolMassCannon, Canhão de Matéria
appliedenergistics2:item.ToolMemoryCard, Cartão de Memória
appliedenergistics2:item.ToolNetworkTool, Ferramenta de Rede
appliedenergistics2:item.ToolPortableCell, Célula Portátil
appliedenergistics2:item.ItemCreativeStorageCell, Célula de Armazenamento ME Criativa
appliedenergistics2:item.ItemViewCell, Ver Célula
appliedenergistics2:item.ItemBasicStorageCell.1k, Célula de Armazenamento ME de 1k
appliedenergistics2:item.ItemBasicStorageCell.4k, Célula de Armazenamento ME de 4k
appliedenergistics2:item.ItemBasicStorageCell.16k, Célula de Armazenamento ME de 16k
appliedenergistics2:item.ItemBasicStorageCell.64k, Célula de Armazenamento ME de 64k
appliedenergistics2:item.ItemSpatialStorageCell.2Cubed, Célula de Armazenamento Espacial 2³
appliedenergistics2:item.ItemSpatialStorageCell.16Cubed, Célula de Armazenamento Espacial 16³
appliedenergistics2:item.ItemSpatialStorageCell.128Cubed, Célula de Armazenamento Espacial 128³
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Terra
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Podzol
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Pinheiro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Eucalipto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Madeira da Selva
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Acácia
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Escuro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Rocha Matriz
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia Vermelha
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Cascalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Ouro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Ferro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Carvão
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Madeira de Carvalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Madeira de Pinheiro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Madeira de Eucalipto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Madeira da Selva
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Esponja
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Lápis-Lazúli
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Arenito
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Arenito Talhado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Arenito Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã Laranja
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã Magenta
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã Azul Claro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã Amarela
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã Verde Limão
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã Rosa
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã Cinza
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã Cinza Claro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã Ciano
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã Lilás
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã Azul
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã Marrom
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã Verde
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã Vermelha
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lã Preta
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Ouro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Ferro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Dinamite
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Estante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra com Musgo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Diamante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Diamante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bancada de Trabalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Redstone
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Rocha do Nether
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Branco
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Laranja
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Magenta
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Azul Claro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Amarelo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Verde Limão
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Rosa
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Cinza
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Cinza Claro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Ciano
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Lilás
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Azul
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Marrom
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Verde
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Vermelho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro Tingido de Preto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Ovo de Monstro de Pedra
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Ovo de Monstro de Pedregulho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Ovo de Monstro de Tijolos de Pedra
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Ovo de Monstro de Tijolos de Pedra com Musgo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Ovo de Monstro de Tijolos de Pedra Rachados
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Ovo de Monstro de Tijolos de Pedra Talhados
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra com Musgo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Rachados
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Talhados
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Cogumelo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Cogumelo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Melancia
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos do Nether
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra do Fim
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Esmeralda
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Esmeralda
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Redstone
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Quartzo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Talhado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pilar de Quartzo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Branco
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Laranja
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Magenta
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Azul Claro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Amarelo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Verde Limão
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Rosa
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Cinza
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Cinza Claro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Ciano
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Lilás
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Azul
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Marrom
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Verde
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Vermelho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Tingida de Preto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Madeira de Acácia
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Madeira de Carvalho Escuro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Certus
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pilar de Quartzo Certus
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Fardo de Feno
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Argila Endurecida
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Carvão
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Gelo Compactado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Certus Talhado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Fluix
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra do Céu
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pedra do Céu
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra do Céu
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Pequenos de Pedra do Céu
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedra do Céu
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Bloco de Pedra do Céu
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos de Pedra do Céu
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos Pequenos de Pedra do Céu
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Fluix
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Quartzo Certus
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Quartzo Certus Talhadas
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pilar de Quartzo Certus
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Eucalyptus Wood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Sakura Wood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Ghostwood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Hopseed Wood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Redwood Bark
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Redwood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Redwood Root
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Eucalyptus Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Sakura Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Ghostwood Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Redwood Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloodwood Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Hopseed Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Maple Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Silverbell Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Amaranth Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tigerwood Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Willow Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Darkwood Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Fusewood Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Willow Wood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloodwood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloodwood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tainted Soil
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tainted Soil
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tainted Soil
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Heat Sand
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Darkwood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Fusewood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obelisk
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Maple Wood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Silverbell Wood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Amaranth Wood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tiger Wood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bancada de Trabalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bancada de Trabalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bancada de Trabalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bancada de Trabalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bancada de Trabalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bancada de Trabalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bancada de Trabalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bancada de Trabalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bancada de Trabalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bancada de Trabalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bancada de Trabalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bancada de Trabalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bancada de Trabalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Estante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Estante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Estante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Estante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Estante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Estante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Estante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Estante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Estante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Estante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Estante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Estante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Estante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Topiary Grass
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bluegrass
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Autumnal Grass
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Apatita
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Cobre
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Estanho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Apatita
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Cobre
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Estanho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Bronze
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Copper Ore
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bauxite Ore
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lead Ore
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Silver Ore
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Nickel Ore
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Block of Copper
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Block of Aluminium
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Block of Lead
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Block of Silver
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Block of Nickel
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Block of Constantan
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Block of Electrum
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Block of Steel
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Copper Wire Coil
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Electrum Wire Coil
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - High-Voltage Wire Coil
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Hempcrete
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Coke Brick
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Blast Brick
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Block of Coal Coke
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Concrete
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Concrete Tile
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Reinforced Blast Brick
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Ósmio
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Cobre
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Estanho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §8Preto Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §cVermelho Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §2Verde Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §6Marrom Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §1Azul Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §5Lilás Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §3Ciano Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §7Cinza Claro Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §8Cinza Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §dRosa Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §aVerde Limão Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §eAmarelo Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §9Azul Claro Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §dMagenta Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §6Laranja Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §fBranco Bloco de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §8Preto Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §cVermelho Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §2Verde Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §6Marrom Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §1Azul Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §5Lilás Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §3Ciano Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §7Cinza Claro Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §8Cinza Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §dRosa Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §aVerde Limão Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §eAmarelo Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §9Azul Claro Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §dMagenta Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §6Laranja Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §fBranco Bloco de Plástico Liso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §8Preto Bloco de Plástico Fluorescente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §cVermelho Bloco de Plástico Fluorescente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §2Verde Bloco de Plástico Fluorescente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §6Marrom Bloco de Plástico Fluorescente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §1Azul Bloco de Plástico Fluorescente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §5Lilás Bloco de Plástico Fluorescente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §3Ciano Bloco de Plástico Fluorescente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §7Cinza Claro Bloco de Plástico Fluorescente
